timestamp,stableValue,goldValue
1569665178.0,10297292,10000000
1569665778.0,10254276,10000000
1569666378.0,10158886,10000000
1569666978.0,10188353,10000000
1569667578.0,10171956,10000000
1569668178.0,10255176,10000000
1569668778.0,10202786,10000000
1569669378.0,10243445,10000000
1569669978.0,10233820,10000000
1569670578.0,10246023,10000000
1569671178.0,10200005,10000000
1569671778.0,10303227,10000000
1569672378.0,10291869,10000000
1569672978.0,10379982,10000000
1569673578.0,10377096,10000000
1569674178.0,10325193,10000000
1569674778.0,10291190,10000000
1569675378.0,10348518,10000000
1569675978.0,10324252,10000000
1569676578.0,10328436,10000000
1569677178.0,10389343,10000000
1569677778.0,10436943,10000000
1569678378.0,10393487,10000000
1569678978.0,10381507,10000000
1569679578.0,10449840,10000000
1569680178.0,10426741,10000000
1569680778.0,10469220,10000000
1569681378.0,10479101,10000000
1569681978.0,10425526,10000000
1569682578.0,10439425,10000000
1569683178.0,10414088,10000000
1569683778.0,10420090,10000000
1569684378.0,10386468,10000000
1569684978.0,10415031,10000000
1569685578.0,10413102,10000000
1569686178.0,10453463,10000000
1569686778.0,10406729,10000000
1569687378.0,10399808,10000000
1569687978.0,10446734,10000000
1569688578.0,10501392,10000000
1569689178.0,10546777,10000000
1569689778.0,10585338,10000000
1569690378.0,10553751,10000000
1569690978.0,10573797,10000000
1569691578.0,10602971,10000000
1569692178.0,10615220,10000000
1569692778.0,10647221,10000000
1569693378.0,10628540,10000000
1569693978.0,10664429,10000000
1569694578.0,10653532,10000000
1569695178.0,10616997,10000000
1569695778.0,10552408,10000000
1569696378.0,10601882,10000000
1569696978.0,10549816,10000000
1569697578.0,10505423,10000000
1569698178.0,10437536,10000000
1569698778.0,10527431,10000000
1569699378.0,10611333,10000000
1569699978.0,10576750,10000000
1569700578.0,10497301,10000000
1569701178.0,10464075,10000000
1569701778.0,10436539,10000000
1569702378.0,10416028,10000000
1569702978.0,10432988,10000000
1569703578.0,10388707,10000000
1569704178.0,10383569,10000000
1569704778.0,10400893,10000000
1569705378.0,10416922,10000000
1569705978.0,10432465,10000000
1569706578.0,10407193,10000000
1569707178.0,10399678,10000000
1569707778.0,10430730,10000000
1569708378.0,10373932,10000000
1569708978.0,10415174,10000000
1569709578.0,10396292,10000000
1569710178.0,10437366,10000000
1569710778.0,10359800,10000000
1569711378.0,10379053,10000000
1569711978.0,10355204,10000000
1569712578.0,10402131,10000000
1569713178.0,10397546,10000000
1569713778.0,10353553,10000000
1569714378.0,10390308,10000000
1569714978.0,10354147,10000000
1569715578.0,10303804,10000000
1569716178.0,10260296,10000000
1569716778.0,10221906,10000000
1569717378.0,10187507,10000000
1569717978.0,10156900,10000000
1569718578.0,10193903,10000000
1569719178.0,10234862,10000000
1569719778.0,10286686,10000000
1569720378.0,10369019,10000000
1569720978.0,10392375,10000000
1569721578.0,10386948,10000000
1569722178.0,10331858,10000000
1569722778.0,10312104,10000000
1569723378.0,10312496,10000000
1569723978.0,10369518,10000000
1569724578.0,10342059,10000000
1569725178.0,10412010,10000000
1569725778.0,10480770,10000000
1569726378.0,10470170,10000000
1569726978.0,10455172,10000000
1569727578.0,10456261,10000000
1569728178.0,10422562,10000000
1569728778.0,10375394,10000000
1569729378.0,10351706,10000000
1569729978.0,10373145,10000000
1569730578.0,10275544,10000000
1569731178.0,10305922,10000000
1569731778.0,10376575,10000000
1569732378.0,10430562,10000000
1569732978.0,10503145,10000000
1569733578.0,10438978,10000000
1569734178.0,10392901,10000000
1569734778.0,10462408,10000000
1569735378.0,10480003,10000000
1569735978.0,10536514,10000000
1569736578.0,10546448,10000000
1569737178.0,10574391,10000000
1569737778.0,10530988,10000000
1569738378.0,10508309,10000000
1569738978.0,10550041,10000000
1569739578.0,10558592,10000000
1569740178.0,10557633,10000000
1569740778.0,10595438,10000000
1569741378.0,10560263,10000000
1569741978.0,10487572,10000000
1569742578.0,10451132,10000000
1569743178.0,10439533,10000000
1569743778.0,10506522,10000000
1569744378.0,10465278,10000000
1569744978.0,10497621,10000000
1569745578.0,10522610,10000000
1569746178.0,10559722,10000000
1569746778.0,10625221,10000000
1569747378.0,10625724,10000000
1569747978.0,10673323,10000000
1569748578.0,10630340,10000000
1569749178.0,10679199,10000000
1569749778.0,10696168,10000000
1569750378.0,10648242,10000000
1569750978.0,10550144,10000000
1569751578.0,10545385,10000000
1569752178.0,10538221,10000000
1569752778.0,10636666,10000000
1569753378.0,10737667,10000000
1569753978.0,10693413,10000000
1569754578.0,10738915,10000000
1569755178.0,10734039,10000000
1569755778.0,10727902,10000000
1569756378.0,10670576,10000000
1569756978.0,10659064,10000000
1569757578.0,10676240,10000000
1569758178.0,10649319,10000000
1569758778.0,10679716,10000000
1569759378.0,10685804,10000000
1569759978.0,10764890,10000000
1569760578.0,10801349,10000000
1569761178.0,10823249,10000000
1569761778.0,10831087,10000000
1569762378.0,10814852,10000000
1569762978.0,10859019,10000000
1569763578.0,10834426,10000000
1569764178.0,10869237,10000000
1569764778.0,10868340,10000000
1569765378.0,10876720,10000000
1569765978.0,10969213,10000000
1569766578.0,11003930,10000000
1569767178.0,11040219,10000000
1569767778.0,11023020,10000000
1569768378.0,11025050,10000000
1569768978.0,11035143,10000000
1569769578.0,11002358,10000000
1569770178.0,10959865,10000000
1569770778.0,10971903,10000000
1569771378.0,11031924,10000000
1569771978.0,10978899,10000000
1569772578.0,10986079,10000000
1569773178.0,10955314,10000000
1569773778.0,10978005,10000000
1569774378.0,10994636,10000000
1569774978.0,10937471,10000000
1569775578.0,10883911,10000000
1569776178.0,10905407,10000000
1569776778.0,10913532,10000000
1569777378.0,10929785,10000000
1569777978.0,10957789,10000000
1569778578.0,10987912,10000000
1569779178.0,11092624,10000000
1569779778.0,11111826,10000000
1569780378.0,11114945,10000000
1569780978.0,11101652,10000000
1569781578.0,11176623,10000000
1569782178.0,11226172,10000000
1569782778.0,11197588,10000000
1569783378.0,11150014,10000000
1569783978.0,11101653,10000000
1569784578.0,11144154,10000000
1569785178.0,11192903,10000000
1569785778.0,11203021,10000000
1569786378.0,11115896,10000000
1569786978.0,11054568,10000000
1569787578.0,11072107,10000000
1569788178.0,11071225,10000000
1569788778.0,11075419,10000000
1569789378.0,11066641,10000000
1569789978.0,11044342,10000000
1569790578.0,11058699,10000000
1569791178.0,11051223,10000000
1569791778.0,10973739,10000000
1569792378.0,10949414,10000000
1569792978.0,10963664,10000000
1569793578.0,10946838,10000000
1569794178.0,10978479,10000000
1569794778.0,11057391,10000000
1569795378.0,10995823,10000000
1569795978.0,11144592,10000000
1569796578.0,11123302,10000000
1569797178.0,11116959,10000000
1569797778.0,11145204,10000000
1569798378.0,11081498,10000000
1569798978.0,11086671,10000000
1569799578.0,11088449,10000000
1569800178.0,11064978,10000000
1569800778.0,11079331,10000000
1569801378.0,11049251,10000000
1569801978.0,11052147,10000000
1569802578.0,10980283,10000000
1569803178.0,11007289,10000000
1569803778.0,11050809,10000000
1569804378.0,11134616,10000000
1569804978.0,11102015,10000000
1569805578.0,11131157,10000000
1569806178.0,11119428,10000000
1569806778.0,11163570,10000000
1569807378.0,11092945,10000000
1569807978.0,11064358,10000000
1569808578.0,11061436,10000000
1569809178.0,11135954,10000000
1569809778.0,11058731,10000000
1569810378.0,11092932,10000000
1569810978.0,11091594,10000000
1569811578.0,11109316,10000000
1569812178.0,11084850,10000000
1569812778.0,11016468,10000000
1569813378.0,11075889,10000000
1569813978.0,11027453,10000000
1569814578.0,11035171,10000000
1569815178.0,10988027,10000000
1569815778.0,11001000,10000000
1569816378.0,11056043,10000000
1569816978.0,11071466,10000000
1569817578.0,11043495,10000000
1569818178.0,11038265,10000000
1569818778.0,11055419,10000000
1569819378.0,10989054,10000000
1569819978.0,11014488,10000000
1569820578.0,11021515,10000000
1569821178.0,11008235,10000000
1569821778.0,11035571,10000000
1569822378.0,11060662,10000000
1569822978.0,11062606,10000000
1569823578.0,11054099,10000000
1569824178.0,11028063,10000000
1569824778.0,11047844,10000000
1569825378.0,11122783,10000000
1569825978.0,11150294,10000000
1569826578.0,11185575,10000000
1569827178.0,11127420,10000000
1569827778.0,11057168,10000000
1569828378.0,11088400,10000000
1569828978.0,11062112,10000000
1569829578.0,11116496,10000000
1569830178.0,11107128,10000000
1569830778.0,11100892,10000000
1569831378.0,11121251,10000000
1569831978.0,11104667,10000000
1569832578.0,11001156,10000000
1569833178.0,11063583,10000000
1569833778.0,11049837,10000000
1569834378.0,11070722,10000000
1569834978.0,11043730,10000000
1569835578.0,11027394,10000000
1569836178.0,11022457,10000000
1569836778.0,11055185,10000000
1569837378.0,11076039,10000000
1569837978.0,11004715,10000000
1569838578.0,11034309,10000000
1569839178.0,11041917,10000000
1569839778.0,11039511,10000000
1569840378.0,11082871,10000000
1569840978.0,10990883,10000000
1569841578.0,11003190,10000000
1569842178.0,11001379,10000000
1569842778.0,11037970,10000000
1569843378.0,11061351,10000000
1569843978.0,11105194,10000000
1569844578.0,11054060,10000000
1569845178.0,11100111,10000000
1569845778.0,11039261,10000000
1569846378.0,11035362,10000000
1569846978.0,11016637,10000000
1569847578.0,11045498,10000000
1569848178.0,11037653,10000000
1569848778.0,11059457,10000000
1569849378.0,11085563,10000000
1569849978.0,11073262,10000000
1569850578.0,11115413,10000000
1569851178.0,11127032,10000000
1569851778.0,11041033,10000000
1569852378.0,10995273,10000000
1569852978.0,10958266,10000000
1569853578.0,10950834,10000000
1569854178.0,10927271,10000000
1569854778.0,10949269,10000000
1569855378.0,10921844,10000000
1569855978.0,10960382,10000000
1569856578.0,10979766,10000000
1569857178.0,10906468,10000000
1569857778.0,10900918,10000000
1569858378.0,10869623,10000000
1569858978.0,10897202,10000000
1569859578.0,10966415,10000000
1569860178.0,10901727,10000000
1569860778.0,10888575,10000000
1569861378.0,10992355,10000000
1569861978.0,10937795,10000000
1569862578.0,10964531,10000000
1569863178.0,10875185,10000000
1569863778.0,10866662,10000000
1569864378.0,10848765,10000000
1569864978.0,10790261,10000000
1569865578.0,10736193,10000000
1569866178.0,10775116,10000000
1569866778.0,10769331,10000000
1569867378.0,10832994,10000000
1569867978.0,10796398,10000000
1569868578.0,10778180,10000000
1569869178.0,10842325,10000000
1569869778.0,10930856,10000000
1569870378.0,10969458,10000000
1569870978.0,10990256,10000000
1569871578.0,11020457,10000000
1569872178.0,11018591,10000000
1569872778.0,11122178,10000000
1569873378.0,11171579,10000000
1569873978.0,11138880,10000000
1569874578.0,11203538,10000000
1569875178.0,11189339,10000000
1569875778.0,11192740,10000000
1569876378.0,11214234,10000000
1569876978.0,11171223,10000000
1569877578.0,11198818,10000000
1569878178.0,11301722,10000000
1569878778.0,11258250,10000000
1569879378.0,11183765,10000000
1569879978.0,11170457,10000000
1569880578.0,11149497,10000000
1569881178.0,11205457,10000000
1569881778.0,11155043,10000000
1569882378.0,11246355,10000000
1569882978.0,11195410,10000000
1569883578.0,11215910,10000000
1569884178.0,11315909,10000000
1569884778.0,11384050,10000000
1569885378.0,11432584,10000000
1569885978.0,11432261,10000000
1569886578.0,11447372,10000000
1569887178.0,11411552,10000000
1569887778.0,11496188,10000000
1569888378.0,11475335,10000000
1569888978.0,11458745,10000000
1569889578.0,11453817,10000000
1569890178.0,11446189,10000000
1569890778.0,11417608,10000000
1569891378.0,11412774,10000000
1569891978.0,11397843,10000000
1569892578.0,11428498,10000000
1569893178.0,11463130,10000000
1569893778.0,11455887,10000000
1569894378.0,11445186,10000000
1569894978.0,11326473,10000000
1569895578.0,11327774,10000000
1569896178.0,11292633,10000000
1569896778.0,11245893,10000000
1569897378.0,11292397,10000000
1569897978.0,11259926,10000000
1569898578.0,11257715,10000000
1569899178.0,11332385,10000000
1569899778.0,11370656,10000000
1569900378.0,11370418,10000000
1569900978.0,11350623,10000000
1569901578.0,11349275,10000000
1569902178.0,11216307,10000000
1569902778.0,11252623,10000000
1569903378.0,11252567,10000000
1569903978.0,11316470,10000000
1569904578.0,11356287,10000000
1569905178.0,11385017,10000000
1569905778.0,11505492,10000000
1569906378.0,11525556,10000000
1569906978.0,11544797,10000000
1569907578.0,11566427,10000000
1569908178.0,11690560,10000000
1569908778.0,11709528,10000000
1569909378.0,11584189,10000000
1569909978.0,11583621,10000000
1569910578.0,11581876,10000000
1569911178.0,11616646,10000000
1569911778.0,11616874,10000000
1569912378.0,11578004,10000000
1569912978.0,11525116,10000000
1569913578.0,11517767,10000000
1569914178.0,11540380,10000000
1569914778.0,11614528,10000000
1569915378.0,11691361,10000000
1569915978.0,11671435,10000000
1569916578.0,11648661,10000000
1569917178.0,11650364,10000000
1569917778.0,11525634,10000000
1569918378.0,11585106,10000000
1569918978.0,11528152,10000000
1569919578.0,11530488,10000000
1569920178.0,11468442,10000000
1569920778.0,11468508,10000000
1569921378.0,11478237,10000000
1569921978.0,11439095,10000000
1569922578.0,11462991,10000000
1569923178.0,11455178,10000000
1569923778.0,11491994,10000000
1569924378.0,11452216,10000000
1569924978.0,11444077,10000000
1569925578.0,11453656,10000000
1569926178.0,11420904,10000000
1569926778.0,11322852,10000000
1569927378.0,11349379,10000000
1569927978.0,11347219,10000000
1569928578.0,11371215,10000000
1569929178.0,11320575,10000000
1569929778.0,11357487,10000000
1569930378.0,11392622,10000000
1569930978.0,11393612,10000000
1569931578.0,11442020,10000000
1569932178.0,11332657,10000000
1569932778.0,11284652,10000000
1569933378.0,11229510,10000000
1569933978.0,11162522,10000000
1569934578.0,11133523,10000000
1569935178.0,11136449,10000000
1569935778.0,11209638,10000000
1569936378.0,11215182,10000000
1569936978.0,11244796,10000000
1569937578.0,11231669,10000000
1569938178.0,11316201,10000000
1569938778.0,11276737,10000000
1569939378.0,11225840,10000000
1569939978.0,11235960,10000000
1569940578.0,11324805,10000000
1569941178.0,11308441,10000000
1569941778.0,11298254,10000000
1569942378.0,11369598,10000000
1569942978.0,11315498,10000000
1569943578.0,11271691,10000000
1569944178.0,11188934,10000000
1569944778.0,11072883,10000000
1569945378.0,11016488,10000000
1569945978.0,10932781,10000000
1569946578.0,10878148,10000000
1569947178.0,10942865,10000000
1569947778.0,10899459,10000000
1569948378.0,10864980,10000000
1569948978.0,10920673,10000000
1569949578.0,10920959,10000000
1569950178.0,10991917,10000000
1569950778.0,11030050,10000000
1569951378.0,11026428,10000000
1569951978.0,11118619,10000000
1569952578.0,11151756,10000000
1569953178.0,11121267,10000000
1569953778.0,11066689,10000000
1569954378.0,11176039,10000000
1569954978.0,11149938,10000000
1569955578.0,11183874,10000000
1569956178.0,11207221,10000000
1569956778.0,11247616,10000000
1569957378.0,11320628,10000000
1569957978.0,11198820,10000000
1569958578.0,11178236,10000000
1569959178.0,11174338,10000000
1569959778.0,11245531,10000000
1569960378.0,11221013,10000000
1569960978.0,11188365,10000000
1569961578.0,11221889,10000000
1569962178.0,11195777,10000000
1569962778.0,11230414,10000000
1569963378.0,11304196,10000000
1569963978.0,11375767,10000000
1569964578.0,11335537,10000000
1569965178.0,11241091,10000000
1569965778.0,11266327,10000000
1569966378.0,11258743,10000000
1569966978.0,11343584,10000000
1569967578.0,11267510,10000000
1569968178.0,11298323,10000000
1569968778.0,11266735,10000000
1569969378.0,11279061,10000000
1569969978.0,11323013,10000000
1569970578.0,11340440,10000000
1569971178.0,11351526,10000000
1569971778.0,11393758,10000000
1569972378.0,11399226,10000000
1569972978.0,11395040,10000000
1569973578.0,11468255,10000000
1569974178.0,11365641,10000000
1569974778.0,11402063,10000000
1569975378.0,11486841,10000000
1569975978.0,11511665,10000000
1569976578.0,11559492,10000000
1569977178.0,11626012,10000000
1569977778.0,11703093,10000000
1569978378.0,11654273,10000000
1569978978.0,11690163,10000000
1569979578.0,11810137,10000000
1569980178.0,11760385,10000000
1569980778.0,11762941,10000000
1569981378.0,11738285,10000000
1569981978.0,11703849,10000000
1569982578.0,11711169,10000000
1569983178.0,11685334,10000000
1569983778.0,11629636,10000000
1569984378.0,11558399,10000000
1569984978.0,11616194,10000000
1569985578.0,11715931,10000000
1569986178.0,11811661,10000000
1569986778.0,11766784,10000000
1569987378.0,11698525,10000000
1569987978.0,11685229,10000000
1569988578.0,11722878,10000000
1569989178.0,11711505,10000000
1569989778.0,11787022,10000000
1569990378.0,11838920,10000000
1569990978.0,11855598,10000000
1569991578.0,11811614,10000000
1569992178.0,11793449,10000000
1569992778.0,11876047,10000000
1569993378.0,11853257,10000000
1569993978.0,11838380,10000000
1569994578.0,11780252,10000000
1569995178.0,11833922,10000000
1569995778.0,11830141,10000000
1569996378.0,11839131,10000000
1569996978.0,11754843,10000000
1569997578.0,11729453,10000000
1569998178.0,11669751,10000000
1569998778.0,11678352,10000000
1569999378.0,11760389,10000000
1569999978.0,11702149,10000000
1570000578.0,11619991,10000000
1570001178.0,11624914,10000000
1570001778.0,11660281,10000000
1570002378.0,11633904,10000000
1570002978.0,11613878,10000000
1570003578.0,11625608,10000000
1570004178.0,11619708,10000000
1570004778.0,11636376,10000000
1570005378.0,11586418,10000000
1570005978.0,11539718,10000000
1570006578.0,11538753,10000000
1570007178.0,11581704,10000000
1570007778.0,11608328,10000000
1570008378.0,11596929,10000000
1570008978.0,11615099,10000000
1570009578.0,11578482,10000000
1570010178.0,11569605,10000000
1570010778.0,11494298,10000000
1570011378.0,11426414,10000000
1570011978.0,11289484,10000000
1570012578.0,11359835,10000000
1570013178.0,11388752,10000000
1570013778.0,11422590,10000000
1570014378.0,11452060,10000000
1570014978.0,11466389,10000000
1570015578.0,11471523,10000000
1570016178.0,11447824,10000000
1570016778.0,11472445,10000000
1570017378.0,11470550,10000000
1570017978.0,11457048,10000000
1570018578.0,11438779,10000000
1570019178.0,11399641,10000000
1570019778.0,11397942,10000000
1570020378.0,11335295,10000000
1570020978.0,11287969,10000000
1570021578.0,11299295,10000000
1570022178.0,11371260,10000000
1570022778.0,11375477,10000000
1570023378.0,11365850,10000000
1570023978.0,11393289,10000000
1570024578.0,11439699,10000000
1570025178.0,11510157,10000000
1570025778.0,11514179,10000000
1570026378.0,11575099,10000000
1570026978.0,11553731,10000000
1570027578.0,11467831,10000000
1570028178.0,11544453,10000000
1570028778.0,11578795,10000000
1570029378.0,11570433,10000000
1570029978.0,11575166,10000000
1570030578.0,11630481,10000000
1570031178.0,11645830,10000000
1570031778.0,11563124,10000000
1570032378.0,11611352,10000000
1570032978.0,11685721,10000000
1570033578.0,11754030,10000000
1570034178.0,11782310,10000000
1570034778.0,11821036,10000000
1570035378.0,11793975,10000000
1570035978.0,11821999,10000000
1570036578.0,11809397,10000000
1570037178.0,11753096,10000000
1570037778.0,11714849,10000000
1570038378.0,11697644,10000000
1570038978.0,11711197,10000000
1570039578.0,11718841,10000000
1570040178.0,11798719,10000000
1570040778.0,11755202,10000000
1570041378.0,11847617,10000000
1570041978.0,11886291,10000000
1570042578.0,11876710,10000000
1570043178.0,11813015,10000000
1570043778.0,11855408,10000000
1570044378.0,11791281,10000000
1570044978.0,11874352,10000000
1570045578.0,11823369,10000000
1570046178.0,11870186,10000000
1570046778.0,11848005,10000000
1570047378.0,11942874,10000000
1570047978.0,11878444,10000000
1570048578.0,11889394,10000000
1570049178.0,11835137,10000000
1570049778.0,11883977,10000000
1570050378.0,11942617,10000000
1570050978.0,12004862,10000000
1570051578.0,11959893,10000000
1570052178.0,11972798,10000000
1570052778.0,11975100,10000000
1570053378.0,12003050,10000000
1570053978.0,12053372,10000000
1570054578.0,12135471,10000000
1570055178.0,12047622,10000000
1570055778.0,12054760,10000000
1570056378.0,12134144,10000000
1570056978.0,12175530,10000000
1570057578.0,12250173,10000000
1570058178.0,12205083,10000000
1570058778.0,12226979,10000000
1570059378.0,12190680,10000000
1570059978.0,12222883,10000000
1570060578.0,12200147,10000000
1570061178.0,12235876,10000000
1570061778.0,12253847,10000000
1570062378.0,12259609,10000000
1570062978.0,12219517,10000000
1570063578.0,12191508,10000000
1570064178.0,12161505,10000000
1570064778.0,12141569,10000000
1570065378.0,12129429,10000000
1570065978.0,12149713,10000000
1570066578.0,12119832,10000000
1570067178.0,12172243,10000000
1570067778.0,12183866,10000000
1570068378.0,12186547,10000000
1570068978.0,12165614,10000000
1570069578.0,12188413,10000000
1570070178.0,12252540,10000000
1570070778.0,12294725,10000000
1570071378.0,12327360,10000000
1570071978.0,12324101,10000000
1570072578.0,12288358,10000000
1570073178.0,12278880,10000000
1570073778.0,12182976,10000000
1570074378.0,12202047,10000000
1570074978.0,12279137,10000000
1570075578.0,12357004,10000000
1570076178.0,12313179,10000000
1570076778.0,12364845,10000000
1570077378.0,12378540,10000000
1570077978.0,12369534,10000000
1570078578.0,12304466,10000000
1570079178.0,12227246,10000000
1570079778.0,12286320,10000000
1570080378.0,12250522,10000000
1570080978.0,12258340,10000000
1570081578.0,12256106,10000000
1570082178.0,12209160,10000000
1570082778.0,12227326,10000000
1570083378.0,12229585,10000000
1570083978.0,12294207,10000000
1570084578.0,12351542,10000000
1570085178.0,12369711,10000000
1570085778.0,12439593,10000000
1570086378.0,12462691,10000000
1570086978.0,12535759,10000000
1570087578.0,12463697,10000000
1570088178.0,12434228,10000000
1570088778.0,12389555,10000000
1570089378.0,12403045,10000000
1570089978.0,12369457,10000000
1570090578.0,12435046,10000000
1570091178.0,12460916,10000000
1570091778.0,12501011,10000000
1570092378.0,12559968,10000000
1570092978.0,12526092,10000000
1570093578.0,12500438,10000000
1570094178.0,12618499,10000000
1570094778.0,12733001,10000000
1570095378.0,12643790,10000000
1570095978.0,12567838,10000000
1570096578.0,12544195,10000000
1570097178.0,12634502,10000000
1570097778.0,12561185,10000000
1570098378.0,12508049,10000000
1570098978.0,12434641,10000000
1570099578.0,12445173,10000000
1570100178.0,12479683,10000000
1570100778.0,12495507,10000000
1570101378.0,12470424,10000000
1570101978.0,12498415,10000000
1570102578.0,12546126,10000000
1570103178.0,12516159,10000000
1570103778.0,12460665,10000000
1570104378.0,12464403,10000000
1570104978.0,12417343,10000000
1570105578.0,12503742,10000000
1570106178.0,12493285,10000000
1570106778.0,12594579,10000000
1570107378.0,12520652,10000000
1570107978.0,12485494,10000000
1570108578.0,12452832,10000000
1570109178.0,12450180,10000000
1570109778.0,12437044,10000000
1570110378.0,12431528,10000000
1570110978.0,12467052,10000000
1570111578.0,12478656,10000000
1570112178.0,12516853,10000000
1570112778.0,12500451,10000000
1570113378.0,12447450,10000000
1570113978.0,12410045,10000000
1570114578.0,12396190,10000000
1570115178.0,12415636,10000000
1570115778.0,12373424,10000000
1570116378.0,12298826,10000000
1570116978.0,12303706,10000000
1570117578.0,12303033,10000000
1570118178.0,12290393,10000000
1570118778.0,12347821,10000000
1570119378.0,12354514,10000000
1570119978.0,12332241,10000000
1570120578.0,12365094,10000000
1570121178.0,12369036,10000000
1570121778.0,12396019,10000000
1570122378.0,12417194,10000000
1570122978.0,12423106,10000000
1570123578.0,12475947,10000000
1570124178.0,12501339,10000000
1570124778.0,12472445,10000000
1570125378.0,12509784,10000000
1570125978.0,12479438,10000000
1570126578.0,12430899,10000000
1570127178.0,12369776,10000000
1570127778.0,12364084,10000000
1570128378.0,12340526,10000000
1570128978.0,12284542,10000000
1570129578.0,12341931,10000000
1570130178.0,12415550,10000000
1570130778.0,12482336,10000000
1570131378.0,12453250,10000000
1570131978.0,12376988,10000000
1570132578.0,12477946,10000000
1570133178.0,12530607,10000000
1570133778.0,12585851,10000000
1570134378.0,12555752,10000000
1570134978.0,12576529,10000000
1570135578.0,12427292,10000000
1570136178.0,12436810,10000000
1570136778.0,12441676,10000000
1570137378.0,12371848,10000000
1570137978.0,12360931,10000000
1570138578.0,12449003,10000000
1570139178.0,12403137,10000000
1570139778.0,12511754,10000000
1570140378.0,12544352,10000000
1570140978.0,12500103,10000000
1570141578.0,12501494,10000000
1570142178.0,12582945,10000000
1570142778.0,12623250,10000000
1570143378.0,12654313,10000000
1570143978.0,12683745,10000000
1570144578.0,12704265,10000000
1570145178.0,12578801,10000000
1570145778.0,12591419,10000000
1570146378.0,12581923,10000000
1570146978.0,12537979,10000000
1570147578.0,12630871,10000000
1570148178.0,12639277,10000000
1570148778.0,12605837,10000000
1570149378.0,12512639,10000000
1570149978.0,12504224,10000000
1570150578.0,12406526,10000000
1570151178.0,12362856,10000000
1570151778.0,12309219,10000000
1570152378.0,12327321,10000000
1570152978.0,12336266,10000000
